Risk_Category,Issue_Type,Ward,City,State,Date,Year,Month,Day_of_Week,Risk_Level,Area_Type,Event_Type,Season,Complaint_Count,Population_Affected,Latitude,Longitude,Complaint_adj,Log_Complaint,Complaint_Per_1000,Pop_log,Day_num,Is_Weekend,Season_num,Quarter,Week_of_Year,Is_Festival,Is_Tourist,Month_sin,Month_cos,C_x_Season,C_x_Weekend,C_x_Festival,C_x_Tourist,Pop_x_C,C_x_Month,C_x_Quarter,C_x_Lat,C_x_Year,Year_norm,Lat_x_Lon,Pop_density,Risk_Category_enc,Issue_Type_enc,Ward_enc,City_enc,State_enc,Area_Type_enc,Event_Type_enc,Risk_Level_enc
Festival Crowd Waste Risk,Public Safety,Ward_38,Bengaluru,Karnataka,2016-01-07,2016,1,Thursday,Critical,Market,Tourist,Summer,510.0,568371.0,12.9716,77.5946,534.7,6.283574302886914,0.9408,13.250531412907971,3,0,0,1,1,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,534.7,534.7,83.26069868574437,534.7,534.7,6935.914520000001,534.7,1,1006.52611336,1060.9874929998132,0,1,31,1,4,2,3,0
Festival Crowd Waste Risk,Sanitation,Ward_4,Kolkata,West Bengal,2022-04-14,2022,4,Thursday,Medium,Residential,Festival,Monsoon,268.0,670449.0,22.5726,88.3639,282.5,5.647212123167807,0.4214,13.415704407707787,3,0,1,2,15,0,0,0.8660254037844387,-0.4999999999999998,282.5,0.0,0.0,0.0,75.7613285720432,1130.0,565.0,6376.7595,1977.5,7,1994.60296914,2364.899470899471,0,2,33,8,12,3,0,3
Summer Water Service Risk,Traffic,Ward_26,Kochi,Kerala,2019-07-10,2019,7,Wednesday,Critical,Event Ground,Public Event,Monsoon,428.0,719619.0,9.9312,76.2673,440.3,6.089724916275501,0.6119,13.486478573890745,2,0,1,3,28,0,0,-0.4999999999999997,-0.8660254037844388,440.3,0.0,0.0,0.0,82.12894460423816,3082.1,1320.9,4372.70736,1761.2,4,757.4258097600001,1630.679809653297,2,4,18,7,5,1,2,0
Summer Water Service Risk,Solid Waste,Ward_44,Delhi,Delhi,2016-04-15,2016,4,Friday,Critical,Event Ground,Tourist,Winter,599.0,788332.0,28.6139,77.209,606.1,6.408693522136389,0.7688,13.57767586840699,4,0,2,2,15,0,0,0.8660254037844387,-0.4999999999999998,1212.2,0.0,0.0,0.0,87.01516338352745,2424.4,1212.2,17342.88479,606.1,1,2209.2506051,1298.5208367649482,2,3,38,3,0,1,3,0
Weekend Market Congestion Risk,Sanitation,Ward_26,Kochi,Kerala,2024-01-29,2024,1,Monday,Low,Commercial,Weekend,Winter,66.0,559109.0,9.9312,76.2673,75.3,4.334672938290411,0.1347,13.23410151274282,0,0,2,1,5,1,1,0.4999999999999999,0.8660254037844387,150.6,0.0,75.3,75.3,57.36550168987449,75.3,75.3,747.81936,677.6999999999999,9,757.4258097600001,7327.771952817825,4,2,18,7,5,0,4,2
Weekend Market Congestion Risk,Water Supply,Ward_16,Jaipur,Rajasthan,2021-12-04,2021,12,Saturday,Critical,Market,No_Event,Monsoon,544.0,517173.0,26.9124,75.7873,537.4,6.288601778330518,1.0391,13.156134653927904,5,1,1,4,48,1,1,-2.4492935982947064e-16,1.0,537.4,537.4,537.4,537.4,82.73369178064677,6448.799999999999,2149.6,14462.72376,3224.4,6,2039.61813252,960.5739227340268,4,5,7,6,8,2,1,0
Summer Water Service Risk,Sanitation,Ward_21,Bengaluru,Karnataka,2024-09-21,2024,9,Saturday,Critical,Temple,No_Event,Monsoon,544.0,648464.0,12.9716,77.5946,534.2,6.282640508814019,0.8238,13.382363310580546,5,1,1,3,38,1,0,-1.0,-1.8369701987210294e-16,534.2,534.2,534.2,0.0,84.07657783871983,4807.8,1602.6,6929.428720000001,4807.8,9,1006.52611336,1211.6292974588937,2,2,13,1,4,4,1,0
Weekend Market Congestion Risk,Sanitation,Ward_8,Thiruvananthapuram,Kerala,2024-11-27,2024,11,Wednesday,Critical,Commercial,Tourist,Winter,427.0,313905.0,8.5241,76.9366,427.0,6.059123195581797,1.3603,12.656848857015,2,0,2,4,48,1,1,-0.5000000000000004,0.8660254037844384,854.0,0.0,427.0,427.0,76.68940649251255,4697.0,1708.0,3639.790700000001,3843.0,9,655.81527206,733.4228971962617,4,2,48,15,5,0,3,0
Summer Water Service Risk,Public Safety,Ward_13,Bengaluru,Karnataka,2016-11-01,2016,11,Tuesday,High,Event Ground,No_Event,Winter,348.0,465160.0,12.9716,77.5946,346.0,5.849324779946859,0.7438,13.050138861202589,1,0,2,4,44,1,1,-0.5000000000000004,0.8660254037844384,692.0,0.0,346.0,346.0,76.33450062257978,3806.0,1384.0,4488.1736,346.0,1,1006.52611336,1340.5187319884726,2,1,4,1,4,1,1,1
Tourist Season Sanitation Risk,Public Safety,Ward_3,Jaipur,Rajasthan,2023-04-26,2023,4,Wednesday,Critical,Commercial,Festival,Monsoon,451.0,409034.0,26.9124,75.7873,445.6,6.101663339406057,1.0894,12.921556005935772,2,0,1,2,17,0,0,0.8660254037844387,-0.4999999999999998,445.6,0.0,0.0,0.0,78.84298456950046,1782.4,891.2,11992.16544,3564.8,8,2039.61813252,915.8844603672188,3,1,22,6,8,0,0,0
Festival Crowd Waste Risk,Traffic,Ward_20,Chennai,Tamil Nadu,2016-05-06,2016,5,Friday,Critical,Temple,Weekend,Summer,422.0,732262.0,13.0827,80.2707,430.4,6.067035733955056,0.5878,13.503895018031876,4,0,0,2,18,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,81.92861362197705,2152.0,860.8,5630.79408,430.4,1,1050.1574868900002,1697.4084376448773,0,4,12,2,9,4,4,0
Tourist Season Sanitation Risk,Sanitation,Ward_23,Shimla,Himachal Pradesh,2023-09-15,2023,9,Friday,High,Tourist,Public Event,Winter,298.0,492818.0,31.1048,77.1734,309.5,5.738183901373533,0.628,13.10789724565302,4,0,2,3,37,1,0,-1.0,-1.8369701987210294e-16,619.0,0.0,309.5,0.0,75.21552495586464,2785.5,928.5,9626.9356,2476.0,8,2400.46317232,1587.1755233494364,3,2,15,14,3,5,2,1
Festival Crowd Waste Risk,Traffic,Ward_22,Chennai,Tamil Nadu,2024-09-29,2024,9,Sunday,Low,Residential,No_Event,Monsoon,85.0,118510.0,13.0827,80.2707,86.1,4.467056883858457,0.7265,11.682761062253382,6,1,1,3,39,1,0,-1.0,-1.8369701987210294e-16,86.1,86.1,86.1,0.0,52.18755822561251,774.9,258.29999999999995,1126.42047,774.9,9,1050.1574868900002,1360.6199770378876,0,4,14,2,9,3,1,2
Tourist Season Sanitation Risk,Public Safety,Ward_33,Thiruvananthapuram,Kerala,2024-11-19,2024,11,Tuesday,Low,Event Ground,Festival,Summer,137.0,357195.0,8.5241,76.9366,154.7,5.0479310788399525,0.4331,12.786039929713494,1,0,0,4,47,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,154.7,154.7,64.54304833648935,1701.6999999999998,618.8,1318.67827,1392.3,9,655.81527206,2294.123314065511,3,1,26,15,5,1,0,2
Summer Water Service Risk,Public Safety,Ward_32,Mumbai,Maharashtra,2018-08-29,2018,8,Wednesday,High,Event Ground,Public Event,Winter,407.0,314558.0,19.076,72.8777,393.3,5.977112040883582,1.2503,12.658926936892142,2,0,2,3,35,1,0,-0.8660254037844384,-0.5000000000000004,786.6,0.0,393.3,0.0,75.66382461916353,3146.4,1179.9,7502.590800000001,1179.9,3,1390.2150052000002,797.7631245244737,2,1,25,9,7,1,2,1
Weekend Market Congestion Risk,Crowd Management,Ward_1,Shimla,Himachal Pradesh,2021-08-28,2021,8,Saturday,Medium,Commercial,No_Event,Monsoon,269.0,67102.0,31.1048,77.1734,266.7,5.589866950526307,3.9745,11.11398403134931,5,1,1,3,34,1,0,-0.8660254037844384,-0.5000000000000004,266.7,266.7,266.7,0.0,62.12569202551664,2133.6,800.0999999999999,8295.65016,1600.1999999999998,6,2400.46317232,250.66118789689952,4,0,0,14,3,0,1,3
Summer Water Service Risk,Traffic,Ward_21,Indore,Madhya Pradesh,2022-03-14,2022,3,Monday,Medium,Market,Public Event,Monsoon,259.0,573834.0,22.7196,75.8577,250.4,5.527045296156147,0.4364,13.260097177532186,0,0,1,1,11,1,1,1.0,6.123233995736766e-17,250.4,0.0,250.4,250.4,73.28915773165267,751.2,250.4,5688.98784,1752.8,7,1723.4566009199998,2282.5536992840093,2,4,13,5,6,2,2,3
Weekend Market Congestion Risk,Public Safety,Ward_9,Kolkata,West Bengal,2020-09-27,2020,9,Sunday,Medium,Temple,Tourist,Summer,274.0,68897.0,22.5726,88.3639,251.6,5.531807209916391,3.6518,11.140382429004244,6,1,0,3,39,1,0,-1.0,-1.8369701987210294e-16,0.0,251.6,251.6,0.0,61.62644784199155,2264.4,754.8,5679.26616,1258.0,5,1994.60296914,272.7513855898654,4,1,49,8,12,4,3,3
Summer Water Service Risk,Traffic,Ward_20,Hyderabad,Telangana,2022-10-23,2022,10,Sunday,Medium,Tourist,Festival,Summer,194.0,327545.0,17.385,78.4867,193.0,5.267858159063328,0.5892,12.699383782209408,6,1,0,4,42,1,0,-0.8660254037844386,0.5000000000000001,0.0,193.0,193.0,0.0,66.89855247218834,1930.0,772.0,3355.3050000000003,1351.0,7,1364.4912795,1688.3762886597938,2,4,12,4,10,5,0,3
Summer Water Service Risk,Public Safety,Ward_5,Prayagraj,Uttar Pradesh,2021-03-02,2021,3,Tuesday,Medium,Tourist,Tourist,Monsoon,176.0,267677.0,25.4358,81.8463,174.5,5.167639042905921,0.6519,12.497540044584849,1,0,1,1,9,1,1,1.0,6.123233995736766e-17,174.5,0.0,174.5,174.5,64.58277587467687,523.5,174.5,4438.5471,1047.0,6,2081.82611754,1525.2250712250711,2,1,44,12,11,5,3,3
Summer Water Service Risk,Traffic,Ward_30,Bengaluru,Karnataka,2016-02-14,2016,2,Sunday,Low,Tourist,Public Event,Winter,117.0,738517.0,12.9716,77.5946,135.2,4.914124393715412,0.1831,13.512400754387071,6,1,2,1,6,0,1,0.8660254037844386,0.5000000000000001,270.4,135.2,0.0,135.2,66.40161816479204,270.4,135.2,1753.76032,135.2,1,1006.52611336,5422.298091042585,2,4,23,1,4,5,2,2
Weekend Market Congestion Risk,Traffic,Ward_24,Delhi,Delhi,2019-05-06,2019,5,Monday,Medium,Commercial,Public Event,Monsoon,153.0,599470.0,28.6139,77.209,160.6,5.085124146086995,0.2679,13.30380287863496,0,0,1,2,19,0,0,0.4999999999999999,-0.8660254037844387,160.6,0.0,0.0,0.0,67.65148925292831,803.0,321.2,4595.39234,642.4,4,2209.2506051,3709.591584158416,4,4,16,3,0,0,2,3
Public Event & Gathering Risk,Solid Waste,Ward_14,Indore,Madhya Pradesh,2020-11-03,2020,11,Tuesday,Critical,Event Ground,Tourist,Winter,457.0,487717.0,22.7196,75.8577,444.7,6.09964607995251,0.9118,13.097492648952269,1,0,2,4,45,1,1,-0.5000000000000004,0.8660254037844384,889.4,0.0,444.7,444.7,79.89006969338853,4891.7,1778.8,10103.40612,2223.5,5,1723.4566009199998,1094.2719317926858,1,3,5,5,6,1,3,0
Public Event & Gathering Risk,Traffic,Ward_3,Shimla,Himachal Pradesh,2024-09-17,2024,9,Tuesday,Medium,Event Ground,Festival,Summer,206.0,501165.0,31.1048,77.1734,228.2,5.434594984840585,0.4553,13.124692662512262,1,0,0,3,38,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,228.2,0.0,71.32738892126316,2053.8,684.5999999999999,7098.11536,2053.8,9,2400.46317232,2186.583769633508,1,4,22,14,3,1,0,3
Summer Water Service Risk,Traffic,Ward_50,Pathanamthitta,Kerala,2018-09-18,2018,9,Tuesday,Critical,Tourist,Weekend,Summer,500.0,636466.0,9.2648,76.787,514.7,6.245525201056913,0.8087,13.363687849602552,1,0,0,3,38,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,514.7,0.0,83.46324924375081,4632.3,1544.1,4768.59256,1544.1,3,711.4161976,1234.1787861159587,2,4,45,11,5,5,4,0
Summer Water Service Risk,Water Supply,Ward_40,Shimla,Himachal Pradesh,2024-08-23,2024,8,Friday,Low,Market,Public Event,Summer,105.0,261234.0,31.1048,77.1734,112.0,4.727387818712341,0.4287,12.473175664344838,4,0,0,3,34,1,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,112.0,0.0,58.965538696283,896.0,336.0,3483.7376,1008.0,9,2400.46317232,2311.805309734513,2,5,34,14,3,2,2,2
Festival Crowd Waste Risk,Crowd Management,Ward_19,Hyderabad,Telangana,2024-01-26,2024,1,Friday,Critical,Market,Tourist,Summer,488.0,302098.0,17.385,78.4867,485.3,6.18682571740974,1.6064,12.618510057207088,4,0,0,1,4,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,485.3,485.3,78.06852253732227,485.3,485.3,8436.9405,4367.7,9,1364.4912795,621.2173555418466,0,0,10,4,10,2,3,0
Public Event & Gathering Risk,Crowd Management,Ward_6,Pathanamthitta,Kerala,2016-04-30,2016,4,Saturday,Critical,Commercial,Weekend,Monsoon,468.0,709435.0,9.2648,76.787,456.5,6.125776884715576,0.6435,13.4722255671443,5,1,1,2,17,0,0,0.8660254037844387,-0.4999999999999998,456.5,456.5,0.0,0.0,82.52784796488675,1826.0,913.0,4229.3812,456.5,1,711.4161976,1550.6775956284152,1,0,46,11,5,0,4,0
Public Event & Gathering Risk,Water Supply,Ward_28,Bengaluru,Karnataka,2023-10-02,2023,10,Monday,High,Tourist,Tourist,Monsoon,394.0,555127.0,12.9716,77.5946,389.5,5.967427969279741,0.7016,13.226953996768046,0,0,1,4,40,1,0,-0.8660254037844386,0.5000000000000001,389.5,0.0,389.5,0.0,78.93089522869009,3895.0,1558.0,5052.4382000000005,3116.0,8,1006.52611336,1421.5800256081943,1,5,20,1,4,5,3,1
Weekend Market Congestion Risk,Public Safety,Ward_9,Indore,Madhya Pradesh,2019-01-05,2019,1,Saturday,Critical,Market,Weekend,Winter,529.0,455152.0,22.7196,75.8577,542.1,6.2972934650408,1.191,13.028388905145372,5,1,2,1,1,1,1,0.4999999999999999,0.8660254037844387,1084.2,542.1,542.1,542.1,82.043588312382,542.1,542.1,12316.29516,2168.4,4,1723.4566009199998,838.0629718283925,4,1,49,5,6,2,4,0
Festival Crowd Waste Risk,Crowd Management,Ward_42,Bengaluru,Karnataka,2017-02-04,2017,2,Saturday,Critical,Event Ground,Public Event,Winter,584.0,344352.0,12.9716,77.5946,606.6,6.409516770721618,1.7616,12.749422573001103,5,1,2,1,5,0,1,0.8660254037844386,0.5000000000000001,1213.2,606.6,0.0,606.6,81.71763779866734,1213.2,606.6,7868.57256,1213.2,2,1006.52611336,566.7412771560237,0,0,36,1,4,1,2,0
Summer Water Service Risk,Crowd Management,Ward_48,Shimla,Himachal Pradesh,2022-09-23,2022,9,Friday,Medium,Commercial,No_Event,Summer,250.0,641962.0,31.1048,77.1734,268.5,5.596568390349052,0.4182,13.372285948612534,4,0,0,3,38,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,268.5,0.0,74.8389128467137,2416.5,805.5,8351.6388,1879.5,7,2400.46317232,2382.048237476809,2,0,42,14,3,0,1,3
Weekend Market Congestion Risk,Traffic,Ward_25,Thiruvananthapuram,Kerala,2019-07-19,2019,7,Friday,Critical,Commercial,Festival,Summer,422.0,607126.0,8.5241,76.9366,416.1,6.0333260012029,0.6854,13.316493273857157,4,0,0,3,29,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,80.3427451140059,2912.7000000000003,1248.3000000000002,3546.8780100000004,1664.4,4,655.81527206,1455.5885878686163,4,4,17,15,5,0,0,0
Tourist Season Sanitation Risk,Crowd Management,Ward_23,Shimla,Himachal Pradesh,2021-08-12,2021,8,Thursday,Critical,Market,Public Event,Summer,446.0,573861.0,31.1048,77.1734,432.6,6.072122450125437,0.7538,13.260144228278168,3,0,0,3,32,1,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,432.6,0.0,80.5172194604291,3460.8,1297.8000000000002,13455.93648,2595.6000000000004,6,2400.46317232,1323.4801660516605,3,0,15,14,3,2,2,0
Tourist Season Sanitation Risk,Sanitation,Ward_41,Pune,Maharashtra,2023-01-12,2023,1,Thursday,Low,Market,Festival,Summer,109.0,354234.0,18.5204,73.8567,110.7,4.715816706075155,0.3125,12.777715813678316,3,0,0,1,2,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,110.7,110.7,60.25736569962489,110.7,110.7,2050.20828,885.6,8,1367.85562668,3171.29811996419,3,2,35,13,7,2,0,2
Weekend Market Congestion Risk,Sanitation,Ward_35,Delhi,Delhi,2020-05-06,2020,5,Wednesday,Critical,Residential,Weekend,Summer,422.0,427367.0,28.6139,77.209,400.8,5.995954452380834,0.9378,12.96540074774926,2,0,0,2,19,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,77.73995234036897,2004.0,801.6,11468.451120000002,2004.0,5,2209.2506051,1063.6311597809856,4,2,28,3,0,3,4,0
Public Event & Gathering Risk,Public Safety,Ward_14,Chennai,Tamil Nadu,2016-10-23,2016,10,Sunday,Medium,Event Ground,Tourist,Winter,246.0,557660.0,13.0827,80.2707,249.9,5.525054453372377,0.4481,13.231506529862491,6,1,2,4,42,1,0,-0.8660254037844386,0.5000000000000001,499.8,249.9,249.9,0.0,73.10479407764245,2499.0,999.6,3269.36673,249.9,1,1050.1574868900002,2222.638501394978,1,1,5,2,9,1,3,3
Festival Crowd Waste Risk,Water Supply,Ward_5,Prayagraj,Uttar Pradesh,2024-10-02,2024,10,Wednesday,High,Event Ground,Tourist,Summer,397.0,381747.0,25.4358,81.8463,395.2,5.981919134264451,1.0352,12.852515984036376,2,0,0,4,40,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,395.2,0.0,76.8827112883469,3952.0,1580.8,10052.22816,3556.8,9,2081.82611754,963.5209490156489,0,5,44,12,11,1,3,1
Public Event & Gathering Risk,Solid Waste,Ward_25,Prayagraj,Uttar Pradesh,2018-04-04,2018,4,Wednesday,High,Event Ground,No_Event,Monsoon,350.0,752206.0,25.4358,81.8463,344.4,5.844703165712578,0.4579,13.530766831010702,2,0,1,2,14,0,0,0.8660254037844387,-0.4999999999999998,344.4,0.0,0.0,0.0,79.083315731727,1377.6,688.8,8760.08952,1033.1999999999998,3,2081.82611754,2177.782281412855,1,3,17,12,11,1,1,1
Festival Crowd Waste Risk,Traffic,Ward_5,Pune,Maharashtra,2020-01-03,2020,1,Friday,Low,Tourist,Tourist,Monsoon,38.0,539669.0,18.5204,73.8567,18.9,2.990719731730447,0.035,13.19871312062484,4,0,1,1,1,1,1,0.4999999999999999,0.8660254037844387,18.9,0.0,18.9,18.9,39.47365176330226,18.9,18.9,350.03556,94.5,5,1367.85562668,27119.045226130656,0,4,44,13,7,5,3,2
Festival Crowd Waste Risk,Crowd Management,Ward_14,Kochi,Kerala,2022-07-10,2022,7,Sunday,Medium,Commercial,Public Event,Summer,166.0,328253.0,9.9312,76.2673,172.2,5.154446996128335,0.5246,12.701542977924763,6,1,0,3,27,0,0,-0.4999999999999997,-0.8660254037844388,0.0,172.2,0.0,0.0,65.46943004875924,1205.4,516.5999999999999,1710.15264,1205.4,7,757.4258097600001,1895.2251732101615,0,0,5,7,5,0,2,3
Weekend Market Congestion Risk,Water Supply,Ward_32,Kolkata,West Bengal,2019-06-24,2019,6,Monday,Medium,Market,Festival,Summer,232.0,529114.0,22.5726,88.3639,225.6,5.423186348593906,0.4264,13.178961078518718,0,0,0,2,26,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0,0.0,71.47196180967313,1353.6,451.2,5092.37856,902.4,4,1994.60296914,2335.0132391879965,4,5,25,8,12,2,0,3
Public Event & Gathering Risk,Crowd Management,Ward_19,Mumbai,Maharashtra,2020-06-12,2020,6,Friday,Medium,Market,Public Event,Winter,185.0,416013.0,19.076,72.8777,171.0,5.147494476813453,0.411,12.938474192523277,4,0,2,2,24,0,0,1.2246467991473532e-16,-1.0,342.0,0.0,0.0,0.0,66.60072444440696,1026.0,342.0,3261.996,855.0,5,1390.2150052000002,2418.68023255814,1,0,10,9,7,2,2,3
Tourist Season Sanitation Risk,Water Supply,Ward_40,Hyderabad,Telangana,2019-05-15,2019,5,Wednesday,Critical,Tourist,No_Event,Winter,582.0,454715.0,17.385,78.4867,547.5,6.307187279715285,1.2041,13.027428327230083,2,0,2,2,20,0,0,0.4999999999999999,-0.8660254037844387,1095.0,0.0,0.0,0.0,82.16643023290816,2737.5,1095.0,9518.2875,2190.0,4,1364.4912795,829.0154968094804,3,5,34,4,10,5,1,0
Summer Water Service Risk,Public Safety,Ward_18,Mumbai,Maharashtra,2023-12-17,2023,12,Sunday,Critical,Residential,No_Event,Monsoon,549.0,320688.0,19.076,72.8777,548.7,6.309372674866615,1.711,12.67822708512417,6,1,1,4,50,1,1,-2.4492935982947064e-16,1.0,548.7,548.7,548.7,548.7,79.99165953663625,6584.400000000001,2194.8,10467.0012,4389.6,8,1390.2150052000002,583.3873021648171,2,1,9,9,7,3,1,0
Public Event & Gathering Risk,Public Safety,Ward_28,Mumbai,Maharashtra,2022-06-12,2022,6,Sunday,Critical,Commercial,Public Event,Summer,456.0,484038.0,19.076,72.8777,477.3,6.170238150686251,0.9861,13.089920760964892,6,1,0,2,23,0,0,1.2246467991473532e-16,-1.0,0.0,477.3,0.0,0.0,80.76792846876559,2863.8,954.6,9104.9748,3341.1,7,1390.2150052000002,1011.9966548191512,1,1,20,9,7,0,2,0
Public Event & Gathering Risk,Sanitation,Ward_8,Hyderabad,Telangana,2022-10-25,2022,10,Tuesday,Critical,Temple,Public Event,Monsoon,439.0,68794.0,17.385,78.4867,458.9,6.131009074545879,6.6706,11.138886346861916,1,0,1,4,43,1,0,-0.8660254037844386,0.5000000000000001,458.9,0.0,458.9,0.0,68.2926132729456,4589.0,1835.6,7977.976500000001,3212.3,7,1364.4912795,149.58469232441837,1,2,48,4,10,4,2,0
Festival Crowd Waste Risk,Sanitation,Ward_17,Pathanamthitta,Kerala,2024-09-14,2024,9,Saturday,Critical,Tourist,Weekend,Monsoon,487.0,70417.0,9.2648,76.787,481.5,6.178980920779041,6.8378,11.16220419128329,5,1,1,3,37,1,0,-1.0,-1.8369701987210294e-16,481.5,481.5,481.5,0.0,68.9710467317793,4333.5,1444.5,4461.0012,4333.5,9,711.4161976,145.9419689119171,0,2,8,11,5,5,4,0
Festival Crowd Waste Risk,Crowd Management,Ward_26,Hyderabad,Telangana,2024-09-24,2024,9,Tuesday,Medium,Event Ground,No_Event,Summer,198.0,261697.0,17.385,78.4867,190.8,5.256453162449338,0.7291,12.47494644615048,1,0,0,3,39,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,190.8,0.0,65.57397169825381,1717.2,572.4000000000001,3317.0580000000004,1717.2,9,1364.4912795,1364.4264859228365,0,0,18,4,10,1,1,3
Summer Water Service Risk,Sanitation,Ward_37,Panaji,Goa,2016-05-06,2016,5,Friday,Critical,Commercial,Festival,Summer,565.0,415540.0,15.4909,73.8278,570.6,6.348439446055712,1.3732,12.937336564703076,4,0,0,2,18,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,82.13189777425991,2853.0,1141.2,8839.10754,570.6,1,1143.6590670199998,726.9769069279216,2,2,30,10,1,0,0,0
Summer Water Service Risk,Solid Waste,Ward_47,Hyderabad,Telangana,2023-02-06,2023,2,Monday,Medium,Tourist,Festival,Monsoon,246.0,490237.0,17.385,78.4867,234.0,5.459585514144159,0.4773,13.102646266451522,0,0,1,1,6,0,1,0.8660254037844386,0.5000000000000001,234.0,0.0,0.0,234.0,71.53501775327378,468.0,234.0,4068.09,1872.0,8,1364.4912795,2086.114893617021,2,3,41,4,10,5,0,3
Tourist Season Sanitation Risk,Sanitation,Ward_20,Panaji,Goa,2022-06-26,2022,6,Sunday,High,Market,Weekend,Winter,372.0,542710.0,15.4909,73.8278,375.6,5.931183616223052,0.6921,13.204332228871326,6,1,2,2,25,0,0,1.2246467991473532e-16,-1.0,751.2,375.6,0.0,0.0,78.31731897904763,2253.6000000000004,751.2,5818.38204,2629.2000000000003,7,1143.6590670199998,1441.078066914498,3,2,12,10,1,2,4,1
Summer Water Service Risk,Sanitation,Ward_34,Kolkata,West Bengal,2018-05-11,2018,5,Friday,Low,Event Ground,Public Event,Winter,109.0,461276.0,22.5726,88.3639,118.2,4.7808027546312495,0.2562,13.041754009209042,4,0,2,2,19,0,0,0.4999999999999999,-0.8660254037844387,236.4,0.0,0.0,0.0,62.350053492449725,591.0,236.4,2668.08132,354.6,3,1994.60296914,3869.7651006711408,2,2,27,8,12,1,2,2
Tourist Season Sanitation Risk,Traffic,Ward_3,Thiruvananthapuram,Kerala,2023-11-14,2023,11,Tuesday,Medium,Tourist,Tourist,Summer,221.0,593809.0,8.5241,76.9366,235.7,5.466793516519938,0.3969,13.294314681857092,1,0,0,4,46,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,235.7,235.7,72.67727330935217,2592.7,942.8,2009.13037,1885.6,8,655.81527206,2508.698774820448,3,4,22,15,5,5,3,3
Summer Water Service Risk,Solid Waste,Ward_27,Panaji,Goa,2016-04-30,2016,4,Saturday,Low,Residential,Festival,Monsoon,133.0,77902.0,15.4909,73.8278,131.8,4.888844237042334,1.6919,11.263219742028738,5,1,1,2,17,0,0,0.8660254037844387,-0.4999999999999998,131.8,131.8,0.0,0.0,55.06412692635864,527.2,263.6,2041.70062,131.8,1,1143.6590670199998,586.6114457831325,2,3,19,10,1,3,0,2
Weekend Market Congestion Risk,Solid Waste,Ward_40,Pune,Maharashtra,2021-11-15,2021,11,Monday,High,Event Ground,Weekend,Summer,339.0,658500.0,18.5204,73.8567,336.6,5.821861762721802,0.5112,13.397721318767204,0,0,0,4,46,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,336.6,336.6,77.99968145333351,3702.6,1346.4,6233.96664,2019.6,6,1367.85562668,1950.53317535545,4,3,34,13,7,1,4,1
Festival Crowd Waste Risk,Public Safety,Ward_48,Kolkata,West Bengal,2019-06-24,2019,6,Monday,High,Residential,No_Event,Winter,356.0,434043.0,22.5726,88.3639,345.5,5.847882818629958,0.796,12.980901190432164,0,0,2,2,26,0,0,1.2246467991473532e-16,-1.0,691.0,0.0,0.0,0.0,75.91078904186142,2073.0,691.0,7798.8333,1382.0,4,1994.60296914,1252.6493506493507,0,1,42,8,12,3,1,1
Tourist Season Sanitation Risk,Sanitation,Ward_5,Pune,Maharashtra,2016-07-22,2016,7,Friday,Medium,Residential,Tourist,Summer,225.0,297012.0,18.5204,73.8567,215.1,5.3757412635128405,0.7242,12.601531187870684,4,0,0,3,29,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,67.74257119008041,1505.7,645.3,3983.73804,215.1,1,1367.85562668,1374.4192503470615,3,2,44,13,7,3,3,3
